courses_id,student_id,semester,grade,course_name,credits,departments_id,student_name,student_major,student_email,department_name,dep_building
120,4233,Spring 2024,B,Modern Psychology and Behavioral Sciences,2,20,Henry Snow,Math,etucker@example.org,Environmental and Sustainability Studies,Brittany Mission
88,1338,Spring 2024,C,Perspectives on Philosophy and Ethics,3,7,Brenda Cobb,Physics,lthompson@example.com,Philosophy and Ethics,Olsen Flats
144,2176,Fall 2023,F,Classical Psychology and Behavioral Sciences,4,20,Cynthia Smith,CS,calvinroman@example.net,Environmental and Sustainability Studies,Brittany Mission
59,2551,Fall 2023,D,Contemporary Issues in Philosophy and Ethics,4,7,Christopher Banks,Math,xpowers@example.net,Philosophy and Ethics,Olsen Flats
40,3841,Fall 2023,F,Theories in History and Cultural Studies,4,7,Amanda Anthony,History,destiny52@example.com,Philosophy and Ethics,Olsen Flats
182,4904,Fall 2023,B,Foundations of Linguistics and Modern Languages,1,10,Jorge Martinez,CS,colevanessa@example.com,Linguistics and Modern Languages,Dana Cove
148,2075,Fall 2023,A,Introduction to History and Cultural Studies,2,6,Amy Beard,Physics,wbrooks@example.com,History and Cultural Studies,Brittany Corners
97,2952,Spring 2024,A,Principles of Sociology and Anthropology,1,10,Erica Gaines,Physics,bonnie93@example.net,Linguistics and Modern Languages,Dana Cove
92,2935,Spring 2024,F,Policy and Chemistry and Materials Science,1,3,Brian Green,CS,tmyers@example.com,Chemistry and Materials Science,Robbins Common
38,4702,Fall 2023,D,Ethics and Medicine and Biomedical Research,4,17,Nicholas Nolan,CS,heathercole@example.org,Nursing and Public Health,Campos Squares
200,1593,Spring 2024,F,Research in Mechanical and Aerospace Engineering,2,5,Shannon Cannon,Math,barbarasharp@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
77,4504,Spring 2024,D,Introduction to Mechanical and Aerospace Engineering,2,6,Jeremy Wyatt,CS,garciashawn@example.com,History and Cultural Studies,Brittany Corners
165,783,Spring 2024,C,Advanced Philosophy and Ethics,4,7,Melissa Duran,History,qmitchell@example.org,Philosophy and Ethics,Olsen Flats
43,3201,Fall 2023,B,Case Studies in Computer Science and Artificial Intelligence,3,5,Meredith Mcdaniel,CS,brian28@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
110,107,Fall 2023,F,History of Economics and Policy Studies,2,14,April Johnson,History,danielbrooks@example.net,Economics and Policy Studies,Burns Spur
49,1373,Fall 2023,D,Contemporary Issues in Biological Sciences,2,3,Leah Rodriguez,History,deborah88@example.com,Chemistry and Materials Science,Robbins Common
38,275,Fall 2023,D,Ethics and Medicine and Biomedical Research,4,17,Mr. Craig Vasquez MD,Physics,michelehubbard@example.org,Nursing and Public Health,Campos Squares
157,3986,Fall 2023,F,Introduction to Sociology and Anthropology,4,9,Kimberly Hunt,History,jonathanzimmerman@example.com,Sociology and Anthropology,Cynthia Square
166,3413,Fall 2023,D,Policy and Chemistry and Materials Science,2,3,John Martin,History,santiagozachary@example.org,Chemistry and Materials Science,Robbins Common
78,4454,Spring 2024,D,Theories in Marketing and Digital Strategy,1,13,Victoria Decker,CS,derrickrodriguez@example.net,Marketing and Digital Strategy,Robinson Island
123,643,Fall 2023,B,Advanced Philosophy and Ethics,4,7,Jamie Thompson,Physics,hreed@example.net,Philosophy and Ethics,Olsen Flats
188,4874,Fall 2023,D,Advanced Political Science and International Relations,3,8,Erika Andrews,History,morganallison@example.com,Political Science and International Relations,Brown Mission
192,800,Spring 2024,D,History of Business Administration and Management,1,11,Charles Snyder,History,lisa70@example.org,Business Administration and Management,Page Center
13,4624,Fall 2023,B,Perspectives on Biological Sciences,2,3,David Harmon,Physics,frobinson@example.net,Chemistry and Materials Science,Robbins Common
63,2773,Spring 2024,C,Case Studies in Economics and Policy Studies,4,15,Elizabeth Robinson,History,pgibson@example.com,Entrepreneurship and Innovation,David Dale
71,3752,Fall 2023,B,Policy and Linguistics and Modern Languages,1,11,Mrs. Karen Schneider,Physics,jgarcia@example.com,Business Administration and Management,Page Center
69,2522,Spring 2024,A,Theories in Biological Sciences,1,2,Marcus Dougherty,CS,ssingleton@example.com,Biological Sciences,Ramos Hills
177,219,Fall 2023,F,Introduction to Medicine and Biomedical Research,4,16,Jared Thomas,CS,jillian53@example.org,Medicine and Biomedical Research,Brenda Prairie
155,3644,Fall 2023,A,Research in Environmental and Sustainability Studies,2,20,Adam Brown,Math,chelsea86@example.org,Environmental and Sustainability Studies,Brittany Mission
104,4780,Fall 2023,C,Applications of Nursing and Public Health,4,17,Hannah Smith,CS,reynoldsemily@example.org,Nursing and Public Health,Campos Squares
198,3375,Fall 2023,B,Advanced Philosophy and Ethics,4,7,John Campbell,History,mitchellbrian@example.net,Philosophy and Ethics,Olsen Flats
80,2242,Fall 2023,D,Policy and Marketing and Digital Strategy,4,13,Arthur Wright,History,ucasey@example.org,Marketing and Digital Strategy,Robinson Island
11,725,Fall 2023,F,Foundations of Mechanical and Aerospace Engineering,4,6,Ashley Merritt,History,scott77@example.org,History and Cultural Studies,Brittany Corners
55,2084,Spring 2024,F,Methods in Entrepreneurship and Innovation,1,16,Brenda Ford,Physics,gmontoya@example.org,Medicine and Biomedical Research,Brenda Prairie
185,2449,Fall 2023,F,Applications of Marketing and Digital Strategy,4,13,Darius Stevens,History,vchase@example.org,Marketing and Digital Strategy,Robinson Island
111,787,Fall 2023,C,Principles of Business Administration and Management,4,11,Alexander Thompson,Math,ferickson@example.org,Business Administration and Management,Page Center
109,1855,Fall 2023,C,History of Physics and Astronomy,2,1,Misty Brown,Physics,jesseryan@example.com,Physics and Astronomy,Henderson Path
152,865,Fall 2023,F,Research in Business Administration and Management,2,11,Lisa Montoya,History,tammyrussell@example.net,Business Administration and Management,Page Center
120,4194,Fall 2023,A,Modern Psychology and Behavioral Sciences,2,20,Terry Baker,Physics,kevinrodriguez@example.net,Environmental and Sustainability Studies,Brittany Mission
53,3815,Spring 2024,B,Applications of Mechanical and Aerospace Engineering,4,6,Jordan Brown,Math,vcoleman@example.net,History and Cultural Studies,Brittany Corners
101,636,Fall 2023,B,Theories in Mechanical and Aerospace Engineering,2,6,Carol Trujillo,CS,jwilliams@example.net,History and Cultural Studies,Brittany Corners
73,4163,Spring 2024,A,Contemporary Issues in Economics and Policy Studies,3,15,Tina Garcia,History,danielsalyssa@example.org,Entrepreneurship and Innovation,David Dale
88,2239,Spring 2024,A,Perspectives on Philosophy and Ethics,3,7,John Curtis,Physics,hchambers@example.net,Philosophy and Ethics,Olsen Flats
120,300,Fall 2023,F,Modern Psychology and Behavioral Sciences,2,20,Nathaniel Kline,Math,lmunoz@example.com,Environmental and Sustainability Studies,Brittany Mission
158,2967,Fall 2023,A,Foundations of Entrepreneurship and Innovation,1,15,Sandra Winters,CS,conniemurillo@example.com,Entrepreneurship and Innovation,David Dale
8,4675,Spring 2024,F,Theories in Finance and Investment Studies,1,13,Stephen Walters,History,hdougherty@example.org,Marketing and Digital Strategy,Robinson Island
60,4701,Fall 2023,B,Advanced Computer Science and Artificial Intelligence,4,5,Maureen Vargas,History,williamclark@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
93,2619,Spring 2024,F,Introduction to Finance and Investment Studies,4,12,Steven Watson,History,rodriguezdavid@example.com,Finance and Investment Studies,Davis Stream
129,540,Fall 2023,D,Case Studies in Entrepreneurship and Innovation,4,15,Christopher Rodriguez,History,laura12@example.org,Entrepreneurship and Innovation,David Dale
122,4607,Fall 2023,D,Methods in Nursing and Public Health,3,17,Christopher Burns,Physics,aschaefer@example.net,Nursing and Public Health,Campos Squares
29,4682,Spring 2024,B,Policy and Political Science and International Relations,1,9,Brian Hurst,Physics,fbishop@example.net,Sociology and Anthropology,Cynthia Square
8,1770,Spring 2024,B,Theories in Finance and Investment Studies,1,13,Christopher Brown,Physics,mnunez@example.net,Marketing and Digital Strategy,Robinson Island
69,1734,Fall 2023,C,Theories in Biological Sciences,1,2,Makayla Sandoval,History,rford@example.org,Biological Sciences,Ramos Hills
9,4372,Fall 2023,D,Fundamentals of Chemistry and Materials Science,2,4,Teresa House,History,hross@example.org,Computer Science and Artificial Intelligence,Bowman Burg
126,3966,Fall 2023,C,Modern Philosophy and Ethics,2,7,Richard Smith,Math,aaronrichmond@example.com,Philosophy and Ethics,Olsen Flats
173,4446,Fall 2023,C,Policy and Marketing and Digital Strategy,1,13,Teresa Ryan,Math,hrogers@example.org,Marketing and Digital Strategy,Robinson Island
99,2165,Fall 2023,A,Methods in Mechanical and Aerospace Engineering,2,5,Hannah Aguirre,CS,christianchung@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
18,2888,Spring 2024,F,Policy and Philosophy and Ethics,3,8,John Aguilar,CS,sandrabaker@example.com,Political Science and International Relations,Brown Mission
196,3286,Fall 2023,A,Research in Environmental and Sustainability Studies,1,20,Charles Ross,Math,harperkelly@example.com,Environmental and Sustainability Studies,Brittany Mission
94,603,Spring 2024,B,Theories in Pharmacy and Pharmaceutical Sciences,1,18,Javier Beck,History,hbrooks@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
43,4991,Fall 2023,D,Case Studies in Computer Science and Artificial Intelligence,3,5,Brent Schmidt,Physics,zhampton@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
99,2969,Fall 2023,D,Methods in Mechanical and Aerospace Engineering,2,5,Alyssa Burton,CS,alexander58@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
146,2384,Spring 2024,A,Ethics and Nursing and Public Health,2,17,Jesse Johnson DVM,CS,bfranklin@example.org,Nursing and Public Health,Campos Squares
14,4818,Fall 2023,C,Advanced History and Cultural Studies,3,7,Chelsea Smith,Math,bishopalyssa@example.com,Philosophy and Ethics,Olsen Flats
154,2285,Spring 2024,A,Policy and Environmental and Sustainability Studies,2,20,Sarah Watkins,Physics,ryankimberly@example.com,Environmental and Sustainability Studies,Brittany Mission
174,4671,Spring 2024,F,Methods in Business Administration and Management,3,11,Kathryn Walker DVM,Physics,jay66@example.com,Business Administration and Management,Page Center
2,3597,Fall 2023,B,Case Studies in Marketing and Digital Strategy,2,14,Ryan Miller,Physics,rickymartin@example.com,Economics and Policy Studies,Burns Spur
188,3591,Fall 2023,D,Advanced Political Science and International Relations,3,8,Vincent Rose,Physics,lopezsamantha@example.com,Political Science and International Relations,Brown Mission
145,418,Spring 2024,F,Introduction to Computer Science and Artificial Intelligence,4,4,Gabrielle Rose,CS,woodwardstephanie@example.org,Computer Science and Artificial Intelligence,Bowman Burg
179,2319,Spring 2024,A,Strategies in Medicine and Biomedical Research,1,16,Lisa Friedman,Math,asmith@example.com,Medicine and Biomedical Research,Brenda Prairie
154,81,Fall 2023,A,Policy and Environmental and Sustainability Studies,2,20,Catherine Garza,Physics,upatterson@example.com,Environmental and Sustainability Studies,Brittany Mission
45,3701,Fall 2023,A,Case Studies in Chemistry and Materials Science,3,4,Kyle Mitchell,CS,gilbertjodi@example.org,Computer Science and Artificial Intelligence,Bowman Burg
137,107,Spring 2024,C,Fundamentals of Marketing and Digital Strategy,2,13,April Johnson,History,danielbrooks@example.net,Marketing and Digital Strategy,Robinson Island
84,4411,Fall 2023,B,Foundations of Entrepreneurship and Innovation,3,15,Wendy Coffey,History,hmarquez@example.org,Entrepreneurship and Innovation,David Dale
123,323,Spring 2024,C,Advanced Philosophy and Ethics,4,7,James Perez,CS,richardcarrillo@example.net,Philosophy and Ethics,Olsen Flats
122,4595,Spring 2024,D,Methods in Nursing and Public Health,3,17,Jeffery Nelson,History,austineugene@example.net,Nursing and Public Health,Campos Squares
49,3923,Fall 2023,D,Contemporary Issues in Biological Sciences,2,3,Joshua Saunders,CS,saralynch@example.net,Chemistry and Materials Science,Robbins Common
9,57,Spring 2024,C,Fundamentals of Chemistry and Materials Science,2,4,James Nelson,CS,josecastro@example.net,Computer Science and Artificial Intelligence,Bowman Burg
78,151,Spring 2024,F,Theories in Marketing and Digital Strategy,1,13,Kathryn Logan,Physics,james83@example.com,Marketing and Digital Strategy,Robinson Island
18,256,Fall 2023,C,Policy and Philosophy and Ethics,3,8,Gregory Maynard,CS,hlewis@example.org,Political Science and International Relations,Brown Mission
60,3530,Spring 2024,C,Advanced Computer Science and Artificial Intelligence,4,5,Mrs. Emily Smith,Physics,sarahjohnson@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
37,4759,Fall 2023,D,Experimental History and Cultural Studies,3,7,Nancy Freeman,History,nelsonshawn@example.com,Philosophy and Ethics,Olsen Flats
6,2887,Spring 2024,D,Methods in Economics and Policy Studies,1,14,Justin Harrell,History,robert12@example.com,Economics and Policy Studies,Burns Spur
152,4132,Spring 2024,F,Research in Business Administration and Management,2,11,Gary Rodgers,Physics,donald80@example.org,Business Administration and Management,Page Center
136,3714,Spring 2024,F,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Joseph Reed,CS,michael75@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
128,2686,Fall 2023,B,Perspectives on Medicine and Biomedical Research,1,16,Brian Sandoval,Physics,kyle35@example.net,Medicine and Biomedical Research,Brenda Prairie
10,2150,Fall 2023,D,Case Studies in Medicine and Biomedical Research,1,17,Catherine Wright,Physics,ericmeyers@example.com,Nursing and Public Health,Campos Squares
98,3071,Spring 2024,B,Ethics and Entrepreneurship and Innovation,3,16,Kristin Guerra,Math,alexamurphy@example.org,Medicine and Biomedical Research,Brenda Prairie
145,4548,Fall 2023,F,Introduction to Computer Science and Artificial Intelligence,4,4,Sheri Wallace,Math,melvingeorge@example.com,Computer Science and Artificial Intelligence,Bowman Burg
126,1908,Spring 2024,F,Modern Philosophy and Ethics,2,7,Robin Edwards,History,victor94@example.com,Philosophy and Ethics,Olsen Flats
174,2568,Fall 2023,D,Methods in Business Administration and Management,3,11,Lindsay Adams,History,lharvey@example.com,Business Administration and Management,Page Center
36,4451,Spring 2024,C,History of Political Science and International Relations,2,9,Raymond James,Math,gwilliams@example.com,Sociology and Anthropology,Cynthia Square
97,4715,Fall 2023,B,Principles of Sociology and Anthropology,1,10,Dawn Hall,Math,timothy22@example.com,Linguistics and Modern Languages,Dana Cove
62,4271,Spring 2024,A,Principles of Marketing and Digital Strategy,4,13,Troy Morgan,Math,heather87@example.com,Marketing and Digital Strategy,Robinson Island
71,839,Fall 2023,F,Policy and Linguistics and Modern Languages,1,11,Zachary Crawford,Physics,reneemoyer@example.org,Business Administration and Management,Page Center
56,415,Spring 2024,A,Modern History and Cultural Studies,2,7,Matthew Boyer,CS,marciaharrison@example.com,Philosophy and Ethics,Olsen Flats
163,1313,Fall 2023,B,Case Studies in Biological Sciences,3,2,Kristen Williams,CS,vincentwhite@example.net,Biological Sciences,Ramos Hills
137,1412,Fall 2023,D,Fundamentals of Marketing and Digital Strategy,2,13,John Brown,CS,oconnorjeffrey@example.com,Marketing and Digital Strategy,Robinson Island
81,867,Spring 2024,F,Ethics and Computer Science and Artificial Intelligence,1,5,Melody Brown,Math,carlosnguyen@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
75,1741,Spring 2024,A,Research in Computer Science and Artificial Intelligence,4,5,Carolyn Pitts,Physics,nreyes@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
93,4809,Fall 2023,B,Introduction to Finance and Investment Studies,4,12,Christopher Lopez,History,obrooks@example.net,Finance and Investment Studies,Davis Stream
140,4910,Spring 2024,D,Perspectives on Linguistics and Modern Languages,3,10,Kristen Mathews,CS,michael96@example.com,Linguistics and Modern Languages,Dana Cove
140,2563,Fall 2023,F,Perspectives on Linguistics and Modern Languages,3,10,Jason Bowen,Physics,amandajenkins@example.org,Linguistics and Modern Languages,Dana Cove
61,4274,Spring 2024,B,Perspectives on Mechanical and Aerospace Engineering,4,6,Matthew Davis,Math,selliott@example.net,History and Cultural Studies,Brittany Corners
153,3272,Fall 2023,C,Classical Psychology and Behavioral Sciences,3,19,Kelly Marquez,CS,bobby78@example.org,Psychology and Behavioral Sciences,Andrade Center
146,4864,Fall 2023,B,Ethics and Nursing and Public Health,2,17,Stephanie Green,Math,hugheslauren@example.org,Nursing and Public Health,Campos Squares
39,2286,Fall 2023,C,Theories in Political Science and International Relations,2,9,Donald Costa,History,william96@example.org,Sociology and Anthropology,Cynthia Square
183,3120,Spring 2024,C,Principles of Medicine and Biomedical Research,3,16,Laura Wilson,History,thomas41@example.org,Medicine and Biomedical Research,Brenda Prairie
28,4905,Spring 2024,A,Perspectives on Philosophy and Ethics,2,8,Tina Gardner,Math,natashatran@example.com,Political Science and International Relations,Brown Mission
105,3711,Fall 2023,F,Advanced Psychology and Behavioral Sciences,2,20,Carlos Smith,Math,jmartinez@example.com,Environmental and Sustainability Studies,Brittany Mission
188,426,Spring 2024,A,Advanced Political Science and International Relations,3,8,Pamela Reynolds,Physics,dorothyvillegas@example.net,Political Science and International Relations,Brown Mission
86,1494,Spring 2024,C,Contemporary Issues in Mechanical and Aerospace Engineering,2,6,Catherine Goodman,History,davisrebecca@example.com,History and Cultural Studies,Brittany Corners
169,4299,Fall 2023,B,Strategies in Pharmacy and Pharmaceutical Sciences,1,18,James Mcmillan,CS,randallmeyer@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
131,1628,Spring 2024,B,Foundations of Sociology and Anthropology,3,10,Mr. Matthew Williams,Physics,xcollins@example.net,Linguistics and Modern Languages,Dana Cove
150,2287,Fall 2023,D,Introduction to Entrepreneurship and Innovation,3,15,Steven Ochoa,Math,kellysmith@example.com,Entrepreneurship and Innovation,David Dale
155,366,Spring 2024,A,Research in Environmental and Sustainability Studies,2,20,Crystal Sanchez,CS,lynnwilson@example.org,Environmental and Sustainability Studies,Brittany Mission
57,3827,Fall 2023,C,Innovations in Chemistry and Materials Science,1,4,Ashley Castro,Math,russell81@example.net,Computer Science and Artificial Intelligence,Bowman Burg
82,4470,Fall 2023,A,Research in Philosophy and Ethics,2,7,Joy Brock,Math,valerie40@example.net,Philosophy and Ethics,Olsen Flats
156,1384,Fall 2023,C,Modern Mechanical and Aerospace Engineering,4,5,Sean White,Math,heatherbrooks@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
124,2141,Spring 2024,F,Advanced Physics and Astronomy,4,1,Steven Martinez,Math,daniel78@example.org,Physics and Astronomy,Henderson Path
122,819,Fall 2023,D,Methods in Nursing and Public Health,3,17,Kevin Larsen,Math,larryreynolds@example.com,Nursing and Public Health,Campos Squares
71,792,Fall 2023,D,Policy and Linguistics and Modern Languages,1,11,Richard Myers,Physics,david43@example.com,Business Administration and Management,Page Center
34,478,Fall 2023,A,Advanced Nursing and Public Health,1,18,Dr. Nathan Powell Jr.,CS,pbranch@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
119,1919,Spring 2024,F,Contemporary Issues in Pharmacy and Pharmaceutical Sciences,3,18,Patrick Stein,History,amy47@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
164,4795,Fall 2023,A,Applications of Medicine and Biomedical Research,4,16,Chelsea Hernandez,History,robertsjennifer@example.com,Medicine and Biomedical Research,Brenda Prairie
33,1206,Spring 2024,B,Introduction to Entrepreneurship and Innovation,1,16,Jessica Figueroa,History,yuvictoria@example.org,Medicine and Biomedical Research,Brenda Prairie
97,4541,Fall 2023,A,Principles of Sociology and Anthropology,1,10,Anthony Alvarado,CS,wiselaura@example.net,Linguistics and Modern Languages,Dana Cove
95,378,Spring 2024,F,Classical Philosophy and Ethics,4,8,Wendy Turner,History,reidsara@example.com,Political Science and International Relations,Brown Mission
159,914,Spring 2024,B,Classical Nursing and Public Health,2,17,Heather Collins,History,jeffrey87@example.org,Nursing and Public Health,Campos Squares
117,4536,Spring 2024,B,Policy and Chemistry and Materials Science,3,4,Debra Wong,CS,monica35@example.org,Computer Science and Artificial Intelligence,Bowman Burg
25,916,Fall 2023,F,Methods in Marketing and Digital Strategy,4,13,Harold Turner,Physics,dturner@example.net,Marketing and Digital Strategy,Robinson Island
106,1059,Fall 2023,A,Applications of Mechanical and Aerospace Engineering,3,6,Jason Benton,Physics,jacqueline97@example.com,History and Cultural Studies,Brittany Corners
43,2281,Fall 2023,A,Case Studies in Computer Science and Artificial Intelligence,3,5,Erin Lloyd,CS,clementsstephen@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
145,2572,Fall 2023,F,Introduction to Computer Science and Artificial Intelligence,4,4,Ashley Velasquez,History,hibarra@example.net,Computer Science and Artificial Intelligence,Bowman Burg
125,265,Fall 2023,F,Advanced Entrepreneurship and Innovation,4,15,Duane Salazar,History,gjones@example.org,Entrepreneurship and Innovation,David Dale
80,634,Fall 2023,A,Policy and Marketing and Digital Strategy,4,13,Robert Washington,CS,greenlisa@example.net,Marketing and Digital Strategy,Robinson Island
199,547,Spring 2024,A,Experimental Medicine and Biomedical Research,2,16,Alyssa Allen,History,jasonbailey@example.net,Medicine and Biomedical Research,Brenda Prairie
90,37,Spring 2024,F,Contemporary Issues in Chemistry and Materials Science,2,3,John Silva,CS,phelpsjason@example.net,Chemistry and Materials Science,Robbins Common
151,233,Spring 2024,D,Classical Finance and Investment Studies,4,12,Ronald Adams,Physics,elliotttanner@example.net,Finance and Investment Studies,Davis Stream
174,2941,Fall 2023,B,Methods in Business Administration and Management,3,11,Darrell Watson,CS,annetteriley@example.org,Business Administration and Management,Page Center
30,326,Spring 2024,C,Policy and Psychology and Behavioral Sciences,4,20,Julie Gray,History,ojohns@example.net,Environmental and Sustainability Studies,Brittany Mission
166,1656,Fall 2023,C,Policy and Chemistry and Materials Science,2,3,Hannah Hart,History,scardenas@example.org,Chemistry and Materials Science,Robbins Common
91,4619,Spring 2024,D,Strategies in Philosophy and Ethics,1,8,Matthew Ross,Math,nyang@example.com,Political Science and International Relations,Brown Mission
185,4402,Spring 2024,B,Applications of Marketing and Digital Strategy,4,13,Elizabeth Gamble,CS,joewilson@example.com,Marketing and Digital Strategy,Robinson Island
179,3395,Fall 2023,D,Strategies in Medicine and Biomedical Research,1,16,Janice Carter,CS,vgreen@example.org,Medicine and Biomedical Research,Brenda Prairie
80,2987,Spring 2024,D,Policy and Marketing and Digital Strategy,4,13,Natalie Griffin,Math,ckelly@example.net,Marketing and Digital Strategy,Robinson Island
160,4638,Spring 2024,F,Fundamentals of Political Science and International Relations,3,8,Olivia Hart,CS,churchkimberly@example.net,Political Science and International Relations,Brown Mission
85,4280,Fall 2023,A,Perspectives on Business Administration and Management,4,11,Marie Whitney,Physics,mark64@example.net,Business Administration and Management,Page Center
94,143,Fall 2023,A,Theories in Pharmacy and Pharmaceutical Sciences,1,18,Daniel Reed,Physics,alex62@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
72,3960,Spring 2024,F,Experimental Entrepreneurship and Innovation,1,16,Ian Ramos,CS,codyhorton@example.net,Medicine and Biomedical Research,Brenda Prairie
37,4899,Fall 2023,F,Experimental History and Cultural Studies,3,7,Grace Acosta,CS,baileybreanna@example.org,Philosophy and Ethics,Olsen Flats
120,2881,Spring 2024,A,Modern Psychology and Behavioral Sciences,2,20,David Taylor,Math,weaverjames@example.org,Environmental and Sustainability Studies,Brittany Mission
200,4893,Fall 2023,D,Research in Mechanical and Aerospace Engineering,2,5,Christopher Friedman,History,vasquezrobert@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
3,2392,Spring 2024,A,Perspectives on Finance and Investment Studies,1,13,John Jones,Math,thomas53@example.com,Marketing and Digital Strategy,Robinson Island
75,1431,Fall 2023,B,Research in Computer Science and Artificial Intelligence,4,5,Catherine Mccoy,Physics,handerson@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
107,483,Fall 2023,C,Foundations of Business Administration and Management,1,11,Melissa Cruz,CS,cobbjessica@example.com,Business Administration and Management,Page Center
80,3324,Fall 2023,B,Policy and Marketing and Digital Strategy,4,13,Sheila Smith,CS,jessica77@example.com,Marketing and Digital Strategy,Robinson Island
103,3725,Spring 2024,A,Ethics and Business Administration and Management,4,11,Laura Bell,Physics,twhite@example.com,Business Administration and Management,Page Center
133,2949,Fall 2023,C,Case Studies in Physics and Astronomy,1,1,Nicholas Cox,Physics,ambergalloway@example.net,Physics and Astronomy,Henderson Path
93,112,Spring 2024,A,Introduction to Finance and Investment Studies,4,12,Stephen Martinez,History,tina11@example.org,Finance and Investment Studies,Davis Stream
93,3546,Fall 2023,C,Introduction to Finance and Investment Studies,4,12,Isabella Jackson,Physics,davisjeanette@example.org,Finance and Investment Studies,Davis Stream
29,1869,Fall 2023,F,Policy and Political Science and International Relations,1,9,Robert Perez DVM,Math,michael78@example.org,Sociology and Anthropology,Cynthia Square
48,982,Spring 2024,D,Classical Physics and Astronomy,3,1,Sarah Wilson,Physics,ramosgrace@example.com,Physics and Astronomy,Henderson Path
82,2981,Fall 2023,A,Research in Philosophy and Ethics,2,7,Michelle Franklin,History,kgardner@example.net,Philosophy and Ethics,Olsen Flats
14,1636,Fall 2023,A,Advanced History and Cultural Studies,3,7,Jennifer Beard,Physics,dabbott@example.com,Philosophy and Ethics,Olsen Flats
30,3771,Fall 2023,A,Policy and Psychology and Behavioral Sciences,4,20,Heather Schultz,History,christopherthomas@example.org,Environmental and Sustainability Studies,Brittany Mission
97,4896,Spring 2024,B,Principles of Sociology and Anthropology,1,10,Kristine Ayala,History,matthew66@example.net,Linguistics and Modern Languages,Dana Cove
46,2897,Spring 2024,B,Applications of Entrepreneurship and Innovation,1,16,Jacob Foster,Physics,whiterobert@example.net,Medicine and Biomedical Research,Brenda Prairie
179,1628,Fall 2023,D,Strategies in Medicine and Biomedical Research,1,16,Mr. Matthew Williams,Physics,xcollins@example.net,Medicine and Biomedical Research,Brenda Prairie
115,573,Fall 2023,D,Theories in Economics and Policy Studies,3,14,Gary Brown,Physics,owagner@example.com,Economics and Policy Studies,Burns Spur
58,4103,Fall 2023,F,Research in Chemistry and Materials Science,2,3,Alan Jackson,Math,barrerabonnie@example.org,Chemistry and Materials Science,Robbins Common
17,3935,Fall 2023,C,Experimental Physics and Astronomy,4,1,Traci Mullins,Physics,chopkins@example.org,Physics and Astronomy,Henderson Path
101,2003,Fall 2023,D,Theories in Mechanical and Aerospace Engineering,2,6,William Moore,History,melissa50@example.org,History and Cultural Studies,Brittany Corners
5,417,Spring 2024,D,Applications of Economics and Policy Studies,3,14,Richard Foster,History,aaron90@example.org,Economics and Policy Studies,Burns Spur
146,2967,Spring 2024,A,Ethics and Nursing and Public Health,2,17,Sandra Winters,CS,conniemurillo@example.com,Nursing and Public Health,Campos Squares
153,1256,Spring 2024,C,Classical Psychology and Behavioral Sciences,3,19,Joshua Baker,History,mary68@example.net,Psychology and Behavioral Sciences,Andrade Center
41,1806,Fall 2023,F,History of Entrepreneurship and Innovation,3,16,Daniel Jensen,Math,ucollier@example.net,Medicine and Biomedical Research,Brenda Prairie
112,72,Spring 2024,A,Introduction to Business Administration and Management,1,11,Richard Jones,History,joseperez@example.org,Business Administration and Management,Page Center
148,3438,Spring 2024,D,Introduction to History and Cultural Studies,2,6,Alexandra Knight,Physics,madelinecoffey@example.com,History and Cultural Studies,Brittany Corners
42,1761,Spring 2024,F,Contemporary Issues in Sociology and Anthropology,4,10,Tyler Bullock,Physics,kristin48@example.net,Linguistics and Modern Languages,Dana Cove
175,2492,Spring 2024,C,Contemporary Issues in Sociology and Anthropology,4,9,Crystal Rowland,Physics,dawn21@example.org,Sociology and Anthropology,Cynthia Square
19,2639,Fall 2023,F,History of Biological Sciences,1,2,Brenda Mitchell,Math,nicholas66@example.com,Biological Sciences,Ramos Hills
172,4112,Spring 2024,F,Fundamentals of Psychology and Behavioral Sciences,2,19,Jason Hubbard,Math,washingtonjerry@example.com,Psychology and Behavioral Sciences,Andrade Center
156,937,Spring 2024,A,Modern Mechanical and Aerospace Engineering,4,5,Brandon Norman,History,cholland@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
